Date,AAPL,MSFT,AMZN,GOOG,FB,TSLA,BABA,NVDA,DIS,NFLX
2019-01-25,38.466007232666016,104.26129150390625,1670.5699462890625,1090.989990234375,149.00999450683594,59.40800094604492,159.2100067138672,159.26416015625,109.74873352050781,338.04998779296875
2019-01-28,38.11002731323242,102.22801971435547,1637.8900146484375,1070.0799560546875,147.47000122070312,59.2760009765625,158.9199981689453,137.2466583251953,109.47211456298828,335.6600036621094
2019-01-29,37.715030670166016,100.14610290527344,1593.8800048828125,1060.6199951171875,144.19000244140625,59.492000579833984,156.8800048828125,130.8721160888672,109.56103515625,328.8999938964844
2019-01-30,40.292266845703125,103.49272918701172,1670.4300537109375,1089.06005859375,150.4199981689453,61.75400161743164,166.82000732421875,136.6300811767578,108.80033111572266,340.6600036621094
2019-01-31,40.582427978515625,101.59565734863281,1718.72998046875,1116.3699951171875,166.69000244140625,61.40399932861328,168.49000549316406,142.9548797607422,110.17354583740234,339.5
2019-02-01,40.60193634033203,99.99044036865234,1626.22998046875,1110.75,165.7100067138672,62.44200134277344,167.97000122070312,143.92945861816406,109.95620727539062,339.8500061035156
2019-02-04,41.755226135253906,102.8700942993164,1633.31005859375,1132.800048828125,169.25,62.577999114990234,166.6999969482422,148.35484313964844,110.4501724243164,351.3399963378906
2019-02-05,42.469642639160156,104.30992889404297,1658.81005859375,1145.989990234375,171.16000366210938,64.2699966430664,171.8300018310547,149.12059020996094,111.29978942871094,355.80999755859375
2019-02-06,42.48426818847656,103.15223693847656,1640.260009765625,1115.22998046875,170.49000549316406,63.444000244140625,171.52000427246094,152.15371704101562,110.06488037109375,352.19000244140625
2019-02-07,41.67964553833008,102.41284942626953,1614.3699951171875,1098.7099609375,166.3800048828125,61.50199890136719,166.9600067138672,146.60459899902344,109.61042022705078,344.7099914550781
2019-02-08,41.728614807128906,102.80200958251953,1588.219970703125,1095.06005859375,167.3300018310547,61.15999984741211,167.36000061035156,147.35044860839844,110.1636734008789,347.57000732421875
2019-02-11,41.48863983154297,102.39339447021484,1591.0,1095.010009765625,165.7899932861328,62.56800079345703,167.4499969482422,145.63995361328125,108.11866760253906,345.7300109863281
2019-02-12,41.846160888671875,103.9888916015625,1638.010009765625,1121.3699951171875,165.0399932861328,62.36199951171875,168.7100067138672,150.33383178710938,107.88155364990234,359.9700012207031
2019-02-13,41.67229461669922,103.91104888916016,1640.0,1120.1600341796875,164.07000732421875,61.63399887084961,169.39999389648438,152.03440856933594,108.86947631835938,351.7699890136719
2019-02-14,41.824119567871094,103.99861907958984,1622.6500244140625,1121.6700439453125,163.9499969482422,60.75400161743164,168.3800048828125,153.67526245117188,109.32392883300781,359.07000732421875
2019-02-15,41.73106002807617,105.28278350830078,1607.949951171875,1113.6500244140625,162.5,61.57600021362305,166.14999389648438,156.46974182128906,111.23062133789062,356.8699951171875
2019-02-19,41.855953216552734,105.23414611816406,1627.5799560546875,1118.56005859375,162.2899932861328,61.12799835205078,170.17999267578125,155.7736053466797,112.13951873779297,361.9200134277344
2019-02-20,42.12531280517578,104.68701934814453,1622.0999755859375,1113.800048828125,162.55999755859375,60.512001037597656,170.7100067138672,157.6730194091797,112.30746459960938,359.9100036621094
2019-02-21,41.88778305053711,106.89508056640625,1619.43994140625,1096.969970703125,160.0399932861328,58.24599838256836,171.66000366210938,154.90841674804688,112.91010284423828,356.9700012207031
2019-02-22,42.35549545288086,108.4192123413086,1631.56005859375,1110.3699951171875,161.88999938964844,58.94200134277344,176.9199981689453,158.30950927734375,113.85851287841797,363.0199890136719
2019-02-25,42.66402816772461,109.02495574951172,1633.0,1109.4000244140625,164.6199951171875,59.75400161743164,183.25,157.81227111816406,112.21855163574219,363.9100036621094
2019-02-26,42.68851089477539,109.77725982666016,1636.4000244140625,1115.1300048828125,164.1300048828125,59.571998596191406,183.5399932861328,156.23104858398438,112.129638671875,364.9700012207031
2019-02-27,42.82074737548828,109.59162139892578,1641.0899658203125,1116.050048828125,162.80999755859375,62.948001861572266,184.5800018310547,154.55039978027344,111.4183349609375,362.8699951171875
2019-02-28,42.39957046508789,109.45484924316406,1639.8299560546875,1119.9200439453125,161.4499969482422,63.97600173950195,183.02999877929688,153.5648651123047,111.47760772705078,358.1000061035156
2019-03-01,42.84523391723633,109.943359375,1671.72998046875,1140.989990234375,162.27999877929688,58.95800018310547,183.8800048828125,155.7449951171875,112.63348388671875,357.32000732421875
2019-03-04,43.06071853637695,109.67955780029297,1696.1700439453125,1147.800048828125,167.3699951171875,57.071998596191406,187.25,156.07350158691406,112.94962310791016,351.0400085449219
2019-03-05,42.982357025146484,109.1324234008789,1692.4300537109375,1162.030029296875,171.25999450683594,55.30799865722656,185.0,155.81468200683594,112.62360382080078,354.29998779296875
2019-03-06,42.735042572021484,109.18128204345703,1668.949951171875,1157.8599853515625,172.50999450683594,55.24800109863281,184.1699981689453,151.36480712890625,113.46334075927734,359.6099853515625
2019-03-07,42.24039840698242,107.8525390625,1625.949951171875,1143.300048828125,169.1300048828125,55.31800079345703,177.32000732421875,148.58737182617188,112.63348388671875,352.6000061035156
2019-03-08,42.340797424316406,107.96978759765625,1620.800048828125,1142.3199462890625,169.60000610351562,56.827999114990234,175.02999877929688,149.96116638183594,112.43589782714844,349.6000061035156
2019-03-11,43.807579040527344,110.23645782470703,1670.6199951171875,1175.760009765625,172.07000732421875,58.183998107910156,180.41000366210938,160.4138641357422,113.36454772949219,358.8599853515625
2019-03-12,44.299774169921875,111.00829315185547,1673.0999755859375,1193.199951171875,171.9199981689453,56.672000885009766,180.6300048828125,161.7876434326172,113.34479522705078,356.2699890136719
2019-03-13,44.49566650390625,111.86807250976562,1690.81005859375,1193.3199462890625,173.3699951171875,57.79199981689453,180.6999969482422,167.8601531982422,112.71250915527344,361.2099914550781
2019-03-14,44.99030303955078,111.95600128173828,1686.219970703125,1185.550048828125,170.1699981689453,57.992000579833984,180.36000061035156,164.81393432617188,113.09781646728516,358.82000732421875
2019-03-15,45.5755500793457,113.24565887451172,1712.3599853515625,1184.4599609375,165.97999572753906,55.08599853515625,180.97000122070312,169.04478454589844,113.57201385498047,361.4599914550781
2019-03-18,46.04081726074219,114.86749267578125,1742.1500244140625,1184.260009765625,160.47000122070312,53.89799880981445,181.8300018310547,168.1886749267578,111.75423431396484,363.44000244140625
2019-03-19,45.67595291137695,114.94567108154297,1761.8499755859375,1198.8499755859375,161.57000732421875,53.49399948120117,182.13999938964844,174.91818237304688,108.6718978881836,358.7799987792969
2019-03-20,46.075096130371094,114.81864929199219,1797.27001953125,1223.969970703125,165.44000244140625,54.720001220703125,181.27999877929688,173.61412048339844,108.66201782226562,375.2200012207031
